label,source,text,normalized_text,cleaned_text,tokens,stemmed_tokens
1,manual,السوق تاع الكرارص راه طاح ولي يقدر يبروفيتي غير يعول,السوق تاع الكرارص راه طاح ولي يقدر يبروفيتي غير يعول,السوق الكرارص طاح ولي يقدر يبروفيتي يعول,"['ال+سوق', 'ال+كرارص', 'طاح', 'ولي', 'يقدر', 'يبروفيتي', 'يعول']","['سوق', 'تاع', 'كرارص', 'را', 'طاح', 'ولي', 'قدر', 'يبروفيتي', 'غير', 'عول']"
1,paraphrased,إيرما تتجه الغرب ل الشمال الغربي أثناء مرورها فوق جزيرة باربودا الكاريبية,ايرما تتجه الغرب ل الشمال الغربي اثناء مرورها فوق جزيره باربودا الكاريبيه,ايرما تتجه الغرب الشمال الغربي اثناء مرورها فوق جزيره باربودا الكاريبيه,"['ايرما', 'تتجه', 'ال+غرب', 'ال+شمال', 'ال+غربي', 'أثناء', 'مرور+ها', 'فوق', 'جزير+ه', 'باربودا', 'الكاريبي+ه']","['ايرما', 'اتجه', 'غرب', 'ل', 'شمال', 'غربي', 'أثناء', 'مرور', 'فوق', 'جزير', 'باربودا', 'كاريبي']"
0,translated,الحزب الاشتراكي الديمقراطي الألماني يفقد الدعم مور استطلاع مناظرة تلفزيونية,الحزب الاشتراكي الديمقراطي الالماني يفقد الدعم مور استطلاع مناظره تلفزيونيه,الحزب الاشتراكي الديمقراطي الالماني يفقد الدعم مور استطلاع مناظره تلفزيونيه,"['ال+حزب', 'ال+اشتراكي', 'ال+ديمقراطي', 'ال+ألماني', 'يفقد', 'ال+دعم', 'مور', 'استطلاع', 'مناظر+ه', 'تلفزيوني+ه']","['حزب', 'اشتراكي', 'ديموقراطي', 'ألماني', 'فقد', 'دعم', 'مور', 'استطلاع', 'منظر', 'تلفزيوني']"
1,translated,صور من آسيا تحكي عن العلم و تشجيع كرة البالاكم و الخيول وشدة الحرارة,صور من اسيا تحكي عن العلم و تشجيع كره البالاكم و الخيول وشده الحراره,صور اسيا تحكي العلم تشجيع كره البالاكم الخيول وشده الحراره,"['صور', 'اسيا', 'تحكي', 'ال+علم', 'تشجيع', 'كره', 'ال+بالا+كم', 'ال+خيول', 'و+شده', 'ال+حراره']","['صورة', 'من', 'اسيا', 'حكى', 'عن', 'علم', 'و', 'تشجيع', 'كره', 'بال', 'و', 'خيل', 'شد', 'حراره']"
0,youtube,بوتفليقة ما مات ما والو الخبر تاع واحد الجماعة كانو عاسينو وطلقو عليه الرصاص مع الصباح كي كان خارج من دارو هو ولي قاردور تاوعو مكانش منو قاع غير فستي على روحو,بوتفليقه ما مات ما والو الخبر تاع واحد الجماعه كانو عاسينو وطلقو عليه الرصاص مع الصباح كي كان خارج من دارو هو ولي قاردور تاوعو مكانش منو قاع غير فستي علي روحو,بوتفليقه مات والو الخبر الجماعه كانو عاسينو وطلقو الرصاص الصباح خارج دارو ولي قاردور تاوعو منو قاع فستي علي روحو,"['بوتفليقه', 'مات', 'و+الو', 'ال+خبر', 'ال+جماعه', 'كانو', 'عاسينو', 'و+طلقو', 'ال+رصاص', 'ال+صباح', 'خارج', 'دارو', 'ولي', 'قاردور', 'تاوعو', 'منو', 'قاع', 'ف+ست+ي', 'علي', 'روحو']","['بوتفليقه', 'ما', 'مات', 'ما', 'الو', 'خبر', 'تاع', 'واحد', 'جماع', 'كانو', 'عاسينو', 'طلقو', 'على', 'رصاص', 'مع', 'صباح', 'كي', 'كان', 'خارج', 'من', 'دارو', 'هو', 'ولي', 'قاردور', 'تاوعو', 'مكانش', 'منو', 'قاع', 'غير', 'ست', 'علي', 'روحو']"
1,paraphrased,قال ترامب إنه يأمل فاستخدام العمل العسكري ضد كوريا الشمالية,قال ترامب انه يامل فاستخدام العمل العسكري ضد كوريا الشماليه,ترامب انه يامل فاستخدام العمل العسكري ضد كوريا الشماليه,"['ترامب', 'ان+ه', 'يأمل', 'ف+استخدام', 'ال+عمل', 'ال+عسكري', 'ضد', 'كوريا', 'ال+شماليه']","['قال', 'ترامب', 'ان', 'يأمل', 'استخدام', 'عمل', 'عسكري', 'ضد', 'كوريا', 'شماليه']"
0,youtube,فراسكم الخبر كاذب والرئيس فحالة جيدة,فراسكم الخبر كاذب والرئيس فحاله جيده,فراسكم الخبر كاذب والرئيس فحاله جيده,"['فراس+كم', 'ال+خبر', 'كاذب', 'و+ال+رئيس', 'ف+حال+ه', 'جيد+ه']","['فراس', 'خبر', 'كاذب', 'رئيس', 'حال', 'جيد']"
0,translated, وزارة الآثار المصرية نفات بلي كاين غرف سرية ورا مقبرة توت عنخ آمون, وزاره الاثار المصريه نفات بلي كاين غرف سريه ورا مقبره توت عنخ امون,وزاره الاثار المصريه نفات بلي غرف سريه ورا مقبره توت عنخ امون,"['و+زار+ه', 'ال+آثار', 'ال+مصريه', 'نفا+ت', 'بلي', 'غرف', 'سري+ه', 'ورا', 'مقبر+ه', 'توت', 'عنخ', 'ام+ون']","['زار', 'أثر', 'مصريه', 'نفا', 'بلي', 'كاين', 'غرفة', 'سري', 'ورا', 'مقبر', 'توت', 'عنخ', 'ام']"
0,translated,أمين عام الأمم المتحدة يحذر من أن العنف فميانمار قد يزعزع استقرار المنطقة,امين عام الامم المتحده يحذر من ان العنف فميانمار قد يزعزع استقرار المنطقه,امين عام الامم المتحده يحذر ان العنف فميانمار يزعزع استقرار المنطقه,"['أمين', 'عام', 'ال+أمم', 'المتحده', 'يحذر', 'ان', 'ال+عنف', 'فميانمار', 'يزعزع', 'استقرار', 'ال+منطقه']","['أمين', 'عام', 'أمة', 'المتحده', 'حذر', 'من', 'ان', 'عنف', 'فميانمار', 'قد', 'زعزع', 'استقرار', 'منطق']"
0,translated,ماكرون يتوقع سقوط ضحايا مور لي ضرب إعصار إيرما الأراضي الفرنسية,ماكرون يتوقع سقوط ضحايا مور لي ضرب اعصار ايرما الاراضي الفرنسيه,ماكرون يتوقع سقوط ضحايا مور ضرب اعصار ايرما الاراضي الفرنسيه,"['ماكر+ون', 'يتوقع', 'سقوط', 'ضحايا', 'مور', 'ضرب', 'إعصار', 'ايرما', 'ال+أراضي', 'الفرنسي+ه']","['ماكر', 'توقع', 'سقوط', 'ضحية', 'مور', 'ل', 'ضرب', 'إعصار', 'ايرما', 'أرض', 'فرنسي']"
1,translated,كولومبيا حذرت متمردي جيش التحرير الوطني يسلموا جثة الرهينة الروسي,كولومبيا حذرت متمردي جيش التحرير الوطني يسلموا جثه الرهينه الروسي,كولومبيا حذرت متمردي جيش التحرير الوطني يسلموا جثه الرهينه الروسي,"['كولومبيا', 'حذر+ت', 'متمرد+ي', 'جيش', 'ال+تحرير', 'ال+وطني', 'يسلم+وا', 'جث+ه', 'ال+رهينه', 'ال+روسي']","['كولومبيا', 'حذر', 'متمرد', 'جيش', 'تحرير', 'وطني', 'سلم', 'جث', 'رهينه', 'روسي']"
1,manual,لبورصة تع فرانكفورت غير جديدة,لبورصه تع فرانكفورت غير جديده,لبورصه فرانكفورت جديده,"['ل+بورص+ه', 'فرانكفورت', 'جديد+ه']","['بورص', 'تع', 'فرانكفورت', 'غير', 'جديد']"
1,manual,التحالف لي تقودو الولايات المتحدة يقول انو لا يزال يراقب قافلة لتنظيم الدولة الإسلامية فسوريا,التحالف لي تقودو الولايات المتحده يقول انو لا يزال يراقب قافله لتنظيم الدوله الاسلاميه فسوريا,التحالف تقودو الولايات المتحده يقول انو يزال يراقب قافله لتنظيم الدوله الاسلاميه فسوريا,"['ال+تحالف', 'تقودو', 'ال+ولاي+ات', 'المتحده', 'يقول', 'انو', 'يزال', 'يراقب', 'قافل+ه', 'ل+تنظيم', 'ال+دوله', 'الاسلاميه', 'ف+سوريا']","['تحالف', 'ل', 'تقودو', 'ولاية', 'المتحده', 'قال', 'انو', 'لا', 'زال', 'راقب', 'قافل', 'تنظيم', 'دولة', 'الاسلاميه', 'سوريا']"
1,translated,السويس تعجز عن تحقيق أي رقم قياسي,السويس تعجز عن تحقيق اي رقم قياسي,السويس تعجز تحقيق رقم قياسي,"['ال+سويس', 'تعجز', 'تحقيق', 'رقم', 'قياسي']","['سويس', 'عجز', 'عن', 'تحقيق', 'اي', 'رقم', 'قياسي']"
0,translated,الليرة التركية هودت من جديد و تحطم رقم قياسي,الليره التركيه هودت من جديد و تحطم رقم قياسي,الليره التركيه هودت جديد تحطم رقم قياسي,"['ال+ليره', 'ال+تركيه', 'هود+ت', 'جديد', 'تحطم', 'رقم', 'قياسي']","['ليره', 'تركيه', 'هود', 'من', 'جديد', 'و', 'تحطم', 'رقم', 'قياسي']"
0,manual, التصحر ماشي ويزيد فلقرن لواحد ولعشرين, التصحر ماشي ويزيد فلقرن لواحد ولعشرين,التصحر ماشي ويزيد فلقرن لواحد ولعشرين,"['ال+تصحر', 'ماشي', 'و+يزيد', 'ف+ل+قرن', 'ل+واحد', 'و+ل+عشرين']","['تصحر', 'ماشي', 'زاد', 'قرن', 'واحد', 'عشرون']"
0,paraphrased,تونس قالت بلي راح تسلم مشتبه به بلي كان الحارس تاع بن لادن لألمانيا,تونس قالت بلي راح تسلم مشتبه به بلي كان الحارس تاع بن لادن لالمانيا,تونس قالت بلي راح تسلم مشتبه بلي الحارس بن لادن لالمانيا,"['تونس', 'قال+ت', 'بلي', 'راح', 'تسلم', 'مشتبه', 'بلي', 'ال+حارس', 'بن', 'لادن', 'ل+ألمانيا']","['تونس', 'قال', 'بلي', 'راح', 'سلم', 'مشتبه', 'ب', 'بلي', 'كان', 'حارس', 'تاع', 'ابن', 'لادن', 'ألمانيا']"
0,paraphrased,الزعيم الكمبودي  راه يهدد بحظر  حزب معارض,الزعيم الكمبودي  راه يهدد بحظر  حزب معارض,الزعيم الكمبودي يهدد بحظر حزب معارض,"['ال+زعيم', 'ال+كمبودي', 'يهدد', 'ب+حظر', 'حزب', 'معارض']","['زعيم', 'كمبودي', 'را', 'هدد', 'حظر', 'حزب', 'معارض']"
0,manual,علنو الحداد فى  فلسطين على القتلى تاع يوم الأرض,علنو الحداد في  فلسطين علي القتلي تاع يوم الارض,علنو الحداد فلسطين علي القتلي يوم الارض,"['علنو', 'ال+حداد', 'فلسطين', 'علي', 'ال+قتلي', 'يوم', 'ال+أرض']","['علنو', 'حداد', 'في', 'فلسطين', 'علي', 'قتلي', 'تاع', 'يوم', 'أرض']"
1,translated,التمسك برونالدو يصعد بأسهم اليوفي,التمسك برونالدو يصعد باسهم اليوفي,التمسك برونالدو يصعد باسهم اليوفي,"['ال+تمسك', 'ب+رونالدو', 'يصعد', 'باس+هم', 'ال+يوفي']","['تمسك', 'رونالدو', 'صعد', 'باس', 'وفى']"
0,paraphrased,الذهب راه بدا يولي مليح مع راه يهود الدولار الأميركي,الذهب راه بدا يولي مليح مع راه يهود الدولار الاميركي,الذهب بدا يولي يهود الدولار الاميركي,"['ال+ذهب', 'بدا', 'يولي', 'يهود', 'ال+دولار', 'ال+أميركي']","['ذهب', 'را', 'بدا', 'ولى', 'مليح', 'مع', 'را', 'يهودي', 'دولار', 'أميركي']"
0,translated,ترامب حبس أجهزة الأتصال الصينية فالأسواق,ترامب حبس اجهزه الاتصال الصينيه فالاسواق,ترامب حبس اجهزه الاتصال الصينيه فالاسواق,"['ترامب', 'حبس', 'اجهز+ه', 'ال+اتصال', 'ال+صينيه', 'ف+ال+اسواق']","['ترامب', 'حبس', 'اجهز', 'اتصال', 'صينيه', 'اسواق']"
1,paraphrased,فيلم باربي يؤجل عرض انتاعه لعام,فيلم باربي يؤجل عرض انتاعه لعام,فيلم باربي يؤجل عرض انتاعه لعام,"['فيلم', 'ب+اربي', 'يؤجل', 'عرض', 'انتاع+ه', 'ل+عام']","['فيلم', 'اربي', 'أجل', 'عرض', 'انتاع', 'عام']"
1,manual,كتاشفو لاشعة الاكس فعام 1980,كتاشفو لاشعه الاكس فعام 1980,كتاشفو لاشعه الاكس فعام 1980,"['كتاشفو', 'ل+اشع+ه', 'ال+اكس', 'ف+عام', '1980']","['كتاشفو', 'اشع', 'اكس', 'عام', '1980']"
0,translated,دبي فيكسات مصاريف المدارس.. وخفضت رسوما حكومية,دبي فيكسات مصاريف المدارس.. وخفضت رسوما حكوميه,دبي فيكسات مصاريف المدارس.. وخفضت رسوما حكوميه,"['دبي', 'فيكس+ات', 'مصاريف', 'ال+مدارس', '.', '.', 'و+خفض+ت', 'رسوم+ا', 'حكومي+ه']","['دبي', 'فيكس', 'مصروف', 'مدرسة', '.', '.', 'خفض', 'رسم', 'حكومي']"
0,translated,الذهب مستقر رغم طبول الحرب التجارية,الذهب مستقر رغم طبول الحرب التجاريه,الذهب مستقر رغم طبول الحرب التجاريه,"['ال+ذهب', 'مستقر', 'رغم', 'طبول', 'ال+حرب', 'ال+تجاريه']","['ذهب', 'مستقر', 'رغم', 'طبل', 'حرب', 'تجاريه']"
1,manual,كورونا تدير حب كبير فجسم لمريض,كورونا تدير حب كبير فجسم لمريض,كورونا تدير حب كبير فجسم لمريض,"['كورونا', 'تدير', 'حب', 'كبير', 'ف+جسم', 'ل+مريض']","['كورونا', 'أدار', 'حب', 'كبير', 'جسم', 'مريض']"
1,paraphrased,دراهم لي ترجعهم قناة سويس انخفضو ,دراهم لي ترجعهم قناه سويس انخفضو ,دراهم ترجعهم قناه سويس انخفضو,"['دراهم', 'ترجع+هم', 'قنا+ه', 'سويس', 'انخفضو']","['درهم', 'ل', 'رجع', 'قنا', 'سويس', 'انخفضو']"
0,youtube,ربي يشفيه ويعافيه من هذا الوباء.,ربي يشفيه ويعافيه من هذا الوباء.,ربي يشفيه ويعافيه الوباء.,"['رب+ي', 'يشفي+ه', 'و+يعافيه', 'ال+وباء', '.']","['رب', 'شفى', 'عافى', 'من', 'هذا', 'وباء', '.']"
0,paraphrased,إعصار فمدغشقر راح يهدد صناعة الأيس كريم فالعالم,اعصار فمدغشقر راح يهدد صناعه الايس كريم فالعالم,اعصار فمدغشقر راح يهدد صناعه الايس كريم فالعالم,"['إعصار', 'ف+مدغشقر', 'راح', 'يهدد', 'صناع+ه', 'ال+ايس', 'كريم', 'ف+ال+عالم']","['إعصار', 'مدغشقر', 'راح', 'هدد', 'صانع', 'ايس', 'كريم', 'عالم']"
1,manual,ماليزيا منعت الدزايريين من انهم يجو للسياحة فيها,ماليزيا منعت الدزايريين من انهم يجو للسياحه فيها,ماليزيا منعت الدزايريين انهم يجو للسياحه,"['ماليزيا', 'منع+ت', 'ال+دزايري+ين', 'ان+هم', 'يجو', 'ل+السياح+ه']","['ماليزيا', 'منع', 'دزايري', 'من', 'ان', 'يجو', 'سائح', 'في']"
1,manual,لمتحف تع جوجنهايم تنفتح فعام 1940 فنيويورك,لمتحف تع جوجنهايم تنفتح فعام 1940 فنيويورك,لمتحف جوجنهايم تنفتح فعام 1940 فنيويورك,"['ل+متحف', 'جوجنهايم', 'تنفتح', 'ف+عام', '1940', 'ف+نيويورك']","['متحف', 'تع', 'جوجنهايم', 'انفتح', 'عام', '1940', 'نيويورك']"
1,translated,النقط طلع طلعت شينة ,النقط طلع طلعت شينه ,النقط طلع طلعت شينه,"['ال+نقط', 'طلع', 'طلع+ت', 'شين+ه']","['نقطة', 'طلع', 'طلع', 'شين']"
0,translated,أمريكا راها تستهدف بانكات عراقية جداد,امريكا راها تستهدف بانكات عراقيه جداد,امريكا راها تستهدف بانكات عراقيه جداد,"['أمريكا', 'را+ها', 'تستهدف', 'بانك+ات', 'عراقي+ه', 'جداد']","['أمريكا', 'را', 'استهدف', 'بانك', 'عراقي', 'جداد']"
0,paraphrased,راه من الممكن يبلعوا  زوج محطات نووية ففلوريدا إذا قعدت إيرما ف الطريق,راه من الممكن يبلعوا  زوج محطات نوويه ففلوريدا اذا قعدت ايرما ف الطريق,الممكن يبلعوا زوج محطات نوويه ففلوريدا اذا قعدت ايرما الطريق,"['ال+ممكن', 'يبلع+وا', 'زوج', 'محط+ات', 'نووي+ه', 'ف+فلوريدا', 'اذ+ا', 'قعد+ت', 'ايرما', 'ال+طريق']","['را', 'من', 'ممكن', 'أبلع', 'زوج', 'محطة', 'نووي', 'فلوريدا', 'اذ', 'قعد', 'ايرما', 'ف', 'طريق']"
1,paraphrased,بوتين روسيا عنده الحق فقطع البعثة الدبلوماسية الأمريكية,بوتين روسيا عنده الحق فقطع البعثه الدبلوماسيه الامريكيه,بوتين روسيا عنده الحق فقطع البعثه الدبلوماسيه الامريكيه,"['بوتين', 'روسيا', 'عند+ه', 'ال+حق', 'ف+قطع', 'ال+بعثه', 'ال+دبلوماسيه', 'الامريكيه']","['بوتين', 'روسيا', 'عند', 'حق', 'قطع', 'بعث', 'دبلوماسيه', 'الامريكيه']"
0,translated,تركيا نفات بلي مدت تسجيلات للولايات المتحدة فى قضية اختفاء الصحفى جمال خاشقجي,تركيا نفات بلي مدت تسجيلات للولايات المتحده في قضيه اختفاء الصحفي جمال خاشقجي,تركيا نفات بلي مدت تسجيلات للولايات المتحده قضيه اختفاء الصحفي جمال خاشقجي,"['تركيا', 'نفا+ت', 'بلي', 'مد+ت', 'تسجيل+ات', 'ل+ال+ولاي+ات', 'المتحده', 'قضي+ه', 'اختفاء', 'ال+صحفي', 'جمال', 'خاشقجي']","['تركيا', 'نفا', 'بلي', 'مد', 'تسجيل', 'ولاية', 'المتحده', 'في', 'قضي', 'اختفاء', 'صحفي', 'جمال', 'خاشقجي']"
0,paraphrased,شكون اللي يشملهم قرار مصادرة أملاك رموز الحكم تاع صدام؟,شكون اللي يشملهم قرار مصادره املاك رموز الحكم تاع صدام؟,شكون اللي يشملهم قرار مصادره املاك رموز الحكم صدام؟,"['شك+ون', 'اللي', 'يشمل+هم', 'قرار', 'مصادر+ه', 'أملاك', 'رموز', 'ال+حكم', 'صدام', '؟']","['شك', 'لي', 'شمل', 'قرار', 'مصدر', 'أملاك', 'رمز', 'حكم', 'تاع', 'صدام', '؟']"
1,translated,رحلات تاع طيرانبيناتالروس و مصر حبسو من جديد,رحلات تاع طيرانبيناتالروس و مصر حبسو من جديد,رحلات طيرانبيناتالروس مصر حبسو جديد,"['رحل+ات', 'طيرانبيناتالروس', 'مصر', 'حبسو', 'جديد']","['رحلة', 'تاع', 'طيرانبيناتالروس', 'و', 'مصر', 'حبسو', 'من', 'جديد']"
0,manual, الدزايريين مبغاوش بوتفليقة يترشح لمرة لخامسة, الدزايريين مبغاوش بوتفليقه يترشح لمره لخامسه,الدزايريين مبغاوش بوتفليقه يترشح لمره لخامسه,"['ال+دزايري+ين', 'مبغاوش', 'بوتفليقه', 'يترشح', 'ل+مر+ه', 'ل+خامس+ه']","['دزايري', 'مبغاوش', 'بوتفليقه', 'ترشح', 'مر', 'خامس']"
1,translated,الأمير البريطاني وليام وزوجته كيت يتوقعان طفلهما الثالث,الامير البريطاني وليام وزوجته كيت يتوقعان طفلهما الثالث,الامير البريطاني وليام وزوجته يتوقعان طفلهما الثالث,"['ال+امير', 'ال+بريطاني', 'وليام', 'و+زوج+ت+ه', 'يتوقعان', 'طفل+هما', 'ال+ثالث']","['امير', 'بريطاني', 'ويليام', 'زوجة', 'كيت', 'يتوقعان', 'طفل', 'ثالث']"
0,paraphrased,وتنفالولايات المتحدة أنباء عن مواجهة إيران لسفينة أمريكية,وتنفالولايات المتحده انباء عن مواجهه ايران لسفينه امريكيه,وتنفالولايات المتحده انباء مواجهه ايران لسفينه امريكيه,"['وتنفالولايات', 'المتحده', 'أنباء', 'مواجه+ه', 'إيران', 'ل+سفين+ه', 'امريكي+ه']","['وتنفالولايات', 'المتحده', 'أنباء', 'عن', 'مواجه', 'إيران', 'سفين', 'امريكي']"
0,translated, الرئيس السيسي قبل قانون تشديد الرقابة على الإنترنت, الرئيس السيسي قبل قانون تشديد الرقابه علي الانترنت,الرئيس السيسي قبل قانون تشديد الرقابه علي الانترنت,"['ال+رئيس', 'ال+سيسي', 'قبل', 'قانون', 'تشديد', 'ال+رقابه', 'علي', 'ال+إنترنت']","['رئيس', 'سيسي', 'قبل', 'قانون', 'تشديد', 'رقابه', 'علي', 'إنترنت']"
0,youtube,رب يشفرئيسنا ويرجع إلى بلده وشعبه معافا وفصحة جيدة موتو بغيظكم يا اولاد فرنسا.,رب يشفرئيسنا ويرجع الي بلده وشعبه معافا وفصحه جيده موتو بغيظكم يا اولاد فرنسا.,رب يشفرئيسنا ويرجع بلده وشعبه معافا وفصحه جيده موتو بغيظكم اولاد فرنسا.,"['رب', 'يشفرئيسنا', 'و+يرجع', 'بلد+ه', 'و+شعب+ه', 'معافا', 'و+فصح+ه', 'جيد+ه', 'موتو', 'ب+غيظ+كم', 'أولاد', 'فرنسا', '.']","['رب', 'يشفرئيسنا', 'رجع', 'الي', 'بلد', 'شعب', 'معافا', 'صح', 'جيد', 'موتو', 'غيظ', 'يا', 'أولاد', 'فرنسا', '.']"
0,translated,مجلس نتاع الشيوح للافرورف على مشروع قانون مساعدات فحالات لكوارث اجلوه حتى لشهر لمقبل ,مجلس نتاع الشيوح للافرورف علي مشروع قانون مساعدات فحالات لكوارث اجلوه حتي لشهر لمقبل ,مجلس نتاع الشيوح للافرورف علي مشروع قانون مساعدات فحالات لكوارث اجلوه حتي لشهر لمقبل,"['مجلس', 'نتاع', 'ال+شيوح', 'ل+ال+افرورف', 'علي', 'مشروع', 'قانون', 'مساعد+ات', 'ف+حال+ات', 'ل+كوارث', 'اجلوه', 'حتي', 'ل+شهر', 'ل+مقبل']","['مجلس', 'نتاع', 'شيوح', 'افرورف', 'علي', 'مشروع', 'قانون', 'مساعدة', 'حالة', 'كارثة', 'اجلوه', 'حتي', 'شهر', 'مقبل']"
0,translated, ولي العهد السعودي قال بلي الإسرائيليين عندهم حق فالأرض, ولي العهد السعودي قال بلي الاسرائيليين عندهم حق فالارض,ولي العهد السعودي بلي الاسرائيليين حق فالارض,"['ولي', 'ال+عهد', 'ال+سعودي', 'بلي', 'ال+إسرائيلي+ين', 'حق', 'ف+ال+أرض']","['ولي', 'عهد', 'سعودي', 'قال', 'بلي', 'إسرائيلي', 'عند', 'حق', 'أرض']"
1,paraphrased,اوبر وكريم مع بعض,اوبر وكريم مع بعض,اوبر وكريم,"['اوبر', 'و+كريم']","['اوبر', 'كريم', 'مع', 'بعض']"
0,youtube,الله يحفظ لنا يا ربي لي بغا ليه  الموت يسبقو انشاء الله,الله يحفظ لنا يا ربي لي بغا ليه  الموت يسبقو انشاء الله,الله يحفظ ربي بغا ليه الموت يسبقو انشاء الله,"['الله', 'يحفظ', 'رب+ي', 'بغا', 'لي+ه', 'ال+موت', 'يسبقو', 'إنشاء', 'الله']","['الله', 'حفظ', 'ل', 'يا', 'رب', 'ل', 'بغا', 'لي', 'موت', 'يسبقو', 'إنشاء', 'الله']"
1,paraphrased,الإعصار ماريا ما قتلش ثمانية على الأقل فسانت مارتن، حسب الوزير,الاعصار ماريا ما قتلش ثمانيه علي الاقل فسانت مارتن، حسب الوزير,الاعصار ماريا قتلش ثمانيه علي الاقل فسانت مارتن، حسب الوزير,"['ال+إعصار', 'ماريا', 'قتلش', 'ثماني+ه', 'علي', 'ال+أقل', 'ف+سان+ت', 'مارتن', '،', 'حسب', 'ال+وزير']","['إعصار', 'ماريا', 'ما', 'قتلش', 'ثماني', 'علي', 'أقل', 'سانت', 'مارتن', '،', 'حسب', 'وزير']"
1,translated,جيب روكسور فالسوق الأميركية من جديد,جيب روكسور فالسوق الاميركيه من جديد,جيب روكسور فالسوق الاميركيه جديد,"['جيب', 'روكسور', 'ف+ال+سوق', 'ال+اميركيه', 'جديد']","['جيب', 'روكسور', 'سوق', 'اميركيه', 'من', 'جديد']"
0,translated,قتلو  فالانتخابات البرلمانية و الرئاسية فتركيا,قتلو  فالانتخابات البرلمانيه و الرئاسيه فتركيا,قتلو فالانتخابات البرلمانيه الرئاسيه فتركيا,"['قتلو', 'ف+ال+انتخاب+ات', 'ال+برلمانيه', 'ال+رئاسيه', 'ف+تركيا']","['قتلو', 'انتخاب', 'برلمانيه', 'و', 'رئاسيه', 'تركيا']"
1,translated,تركيا تنت بالاك الشعبوية الألمانية ورا تحول ميركل لعضوية الاتحاد الأوروبي,تركيا تنت بالاك الشعبويه الالمانيه ورا تحول ميركل لعضويه الاتحاد الاوروبي,تركيا تنت الشعبويه الالمانيه ورا تحول ميركل لعضويه الاتحاد الاوروبي,"['تركيا', 'تن+ت', 'ال+شعبويه', 'ال+المانيه', 'ورا', 'تحول', 'ميركل', 'ل+عضوي+ه', 'ال+اتحاد', 'ال+أوروبي']","['تركيا', 'تن', 'بالاك', 'شعبويه', 'المانيه', 'ورا', 'تحول', 'ميركل', 'عضوي', 'اتحاد', 'أوربي']"
1,manual,متقدرش تشوف لحيتان لقانلة فجنوب افريقيا,متقدرش تشوف لحيتان لقانله فجنوب افريقيا,متقدرش تشوف لحيتان لقانله فجنوب افريقيا,"['متقدرش', 'تشوف', 'ل+حيتان', 'ل+قانل+ه', 'ف+جنوب', 'افريقيا']","['متقدرش', 'تشوف', 'حوت', 'قانل', 'جنوب', 'افريقيا']"
1,paraphrased,فيتنام والصين تقويوا علاقاتهم الاقتصادية رغم التوترات,فيتنام والصين تقويوا علاقاتهم الاقتصاديه رغم التوترات,فيتنام والصين تقويوا علاقاتهم الاقتصاديه رغم التوترات,"['فيتنام', 'و+ال+صين', 'تقوي+وا', 'علاق+ات+هم', 'ال+اقتصاديه', 'رغم', 'ال+توتر+ات']","['فيتنام', 'صين', 'قوى', 'علاقة', 'اقتصاديه', 'رغم', 'توتر']"
0,translated,حزب اليمين المتطرف النمساوي تهم المحافظين بأنهم سرقوا أفكار الحملة,حزب اليمين المتطرف النمساوي تهم المحافظين بانهم سرقوا افكار الحمله,حزب اليمين المتطرف النمساوي تهم المحافظين بانهم سرقوا افكار الحمله,"['حزب', 'ال+يمين', 'ال+متطرف', 'ال+نمساوي', 'تهم', 'ال+محافظ+ين', 'ب+أن+هم', 'سرق+وا', 'أفكار', 'ال+حمله']","['حزب', 'يمين', 'متطرف', 'نمساوي', 'تهمة', 'محافظ', 'أن', 'سرق', 'أفكار', 'حمل']"
0,translated,رئيس حقوق الإنسان بالأمم المتحدة يحث الكونجرس الأمريكي علا منح الحالمين وضعًا قانونيًا,رئيس حقوق الانسان بالامم المتحده يحث الكونجرس الامريكي علا منح الحالمين وضعا قانونيا,رئيس حقوق الانسان بالامم المتحده يحث الكونجرس الامريكي علا منح الحالمين وضعا قانونيا,"['رئيس', 'حقوق', 'ال+إنسان', 'ب+ال+أمم', 'المتحده', 'يحث', 'ال+كونجرس', 'ال+أمريكي', 'علا', 'منح', 'ال+حالم+ين', 'وضع+ا', 'قانوني+ا']","['رئيس', 'حق', 'إنسان', 'أمة', 'المتحده', 'حث', 'كونجرس', 'أمريكي', 'علا', 'منح', 'حالم', 'وضع', 'قانوني']"
0,translated,ولي العهد السعودي تعهد باش يقضي على فكر الاخوان اللي غزا المدارس السعودية,ولي العهد السعودي تعهد باش يقضي علي فكر الاخوان اللي غزا المدارس السعوديه,ولي العهد السعودي تعهد يقضي علي فكر الاخوان اللي غزا المدارس السعوديه,"['ولي', 'ال+عهد', 'ال+سعودي', 'تعهد', 'يقضي', 'علي', 'فكر', 'ال+اخوان', 'اللي', 'غزا', 'ال+مدارس', 'السعوديه']","['ولي', 'عهد', 'سعودي', 'تعهد', 'باش', 'قضى', 'علي', 'فكر', 'اخوان', 'لي', 'غزا', 'مدرسة', 'السعوديه']"
