label,source,text
0,translated,تحداو لترامب، إيران خدمت طيارة  محلية الصنع
1,translated,الليرة ترتفع
1,paraphrased,ثماني تلميذات كينيات ماتوا فحريق فنزل للبنات
1,paraphrased,واحد السياسيين قالو لك بلي كي تخلي اليابان تخدم اماراحشووي هاد الشي راح ينقص التهديد الكوري الشمالي
1,manual,كوريا الشمالية متطورة بزاف علا لجنوبية
0,paraphrased,الجزائر اعترفت بلي زادت الرسوم الجمركية
0,youtube,مقستهاش فالكذبة ديلك
1,translated,فشل الحكومة السورية فالسيطرة على عفرين الكردية
0,translated,تونس الشاهد يعين حكومة جديدة مور التوترات
0,translated,الله ينعل الكدابين يالوكان لايزعقو ...
1,translated,تحث الصين كوريا الشمالية علا تحباس عن اتخاذ إجراءات خاطئة
0,manual,أنجولا الحاكمة MPLA تفوز فالانتخابات بنسبة  فالمائة من الأصوات فاللجنة الانتخابية
0,paraphrased,مايقدرش زعيم حزب الألماني FDP يتخيل على تحالف ثلاثي
0,translated,أطفال مراهقين من  الجرحى الروهينجا فسبيطار بنغلاديش المعمر
1,paraphrased,كوريا الجنوبية مون جابانس آبي يوافق علا زيادة الضغط للحد الأقصى علا كوريا الشمالية
1,translated,ترامب ما يمكنش يضطر ل الرفض لردع كوريا الشمالية ونزع سلاحها
1,translated,نتنياهو لبوتين بالاك تعمل إسرائيل علا كبح جماح نفوذ إيران فسوريا
0,translated,مجدو الزعيم على الطريقة تاع الصين
0,paraphrased,يفوز لديموقراطي بصوت واحد فإعادة فرز لأصوات فلانتخابات لتشريعية ففرجينيا
0,translated,أسعار النفط هودت مع راه يطلع الإنتاج العالمي
1,paraphrased,إيران ترى فرصة ضئيلة لقائد أركان هجوم العدو
0,translated,شيماء قاسم  ملكة جمال العراق  السابقة تلقات تهديدات بالقتل
1,youtube,  فذمة الله الكوفيد قتلاتو مسكين ماقري راح لألمانيا بصح الأجل وخلاص
1,youtube,أحسن خبر لو كان صحيح
0,manual, لاتحاد السوفياتي تفكك فعام 1991
0,translated,هذا الفيديو مركب ولم يقل علماء استراليون ان الموز يقي من فيروس كورونا المستجد 
1,paraphrased,لازم مليون دولار فاليمن باش يهيؤ النقل في الميناءات
1,manual,السياحة فتونس غالية بزاف على كندا
0,paraphrased,رسميا.. مصر تعلن بلي راح تزيد السومة تاع الغاز الطبيعي
0,manual, الدول تتهلا اكتر فالمتاحف والبلايص الاثرية
1,translated,ليامات لوالا للحكومة طلعوها بالجنيه السوداني 
0,youtube,تفوووووووه بيكم  تقتلوا فلناس غير باه تجيبوا عدد مشاهدات ياجماعه ليقرا تعليقي سينيلوا هذي لقناة لعبرية
0,paraphrased,البحرين ترفض تقرير منظمة العفو مشيرة إلى قمع المعارضة
0,youtube,تكذب فموضوع كيما هك.
1,translated,نيجيريا تطلب بريطانيا معادات لمحاربة الإسلاميين جونسون
1,manual,مؤسسة خيرية حصرية بلومبرج تخضع للتدقيق قبل الهند لممارسة الضغط علا تمويل مكافحة التبغ - وثائق
1,translated,واشنطن انولات قرار تاع نقل سفارة نتاعها للبالاكس
1,paraphrased,المحكمة العليا فالجزائر قبلت الطعن فالفوط على زواج المثليين
0,translated,اوباما يتهم فريق ترامب بـانكار التحذيرات من حصول جائحة كورونا 
0,translated,المخاوف بسبلب إيران المشاكل ففنزويلا طلعو بزاف  أسعار البترول
1,paraphrased,النفط يقل عن ٨٠ دولار
0,translated,السلطات الماليزية تشرح جثمان البطش
1,paraphrased,انجيلا جولي عجبها الحال فالموصل
0,translated, بيتكوين هود بعد ما فرصنو بورصة كورية تاع العملات الافتراضية
0,youtube,مقستهاش فاالكذبة ديالك
1,translated,نيتا المغنية الإسرائيلية تفوز بجائزة اليورفيجن 
0,youtube,فراسكم وراس رئيسكم إنشاءالله هذا واش تتمناو للجزائر كل واحد يتلى بروحو وبلادو إحنا أولى برئسينا وجزائرناا الحبيبة مدعية بدعاوي الخير بإذن الله بإذن الله لم يصيبها شر ولا رئيسها إنشاءالله يارب يعود سالم غانم للجزائر وموتوا بغيظكم يالطيف منكم الأعداء وفرنسا مافولوش كيما انتم
0,translated,لسناتور لجمهوري كول ينز تقول  إنها ستصوتلصلح مشروع قانون لضرائب
0,translated,الصين شي راه يأكد على فرنسا باش  تساعد فاستئناف المحادثات على كوريا الشمالية
1,manual,لملكة اليزابيث تع بريطانيا مزالها حية
0,manual, مصراتش حرب بين تونس وليبيا قي 2023
0,manual, سوق لاسهم تع كوريا لجنوبية صراله انهيار فعام 1997
1,translated, ورا عقود الحرب الكولومبية فارك المتمردون لاول مرة حزب سياسي
0,youtube,حسبنا الله و نعم الوكيل فيكم.
0,translated,الموساد قدر يعرف أسرار إيران النووية؟
1,manual,لقدافمزاله حي
1,manual,واشنطن راح تنحي  شوية من انظمة باتريوت من مصر
0,translated,شكوى كندية لمنظمة التجارة كونتر الرسوم الأميركية
0,translated,فرنسا عرضت باش تكون وسيط باش تحل الأزمة بين تركيا و الاكراد فى شمالى سوريا
0,translated,الرئيس الفلسطيني طلب السماح بعد تصيرحاتو على الهولوكوست
1,translated,الصين ما مفتاح باش يحلوا القضية النووية الكورية الشمالية وزير الدفاع البريطاني
1,manual,تقول بريطانيا راهي تنتهج سياسة هجرة متوازنة ورا خروج بريطانيا الاتحاد الأوروبي
1,translated,رئيس الوكالة الدولية تاع الطاقة الذرية فالماريكان قال بلي إيران ماراهيش تلتزم بالقواعد
0,translated,مشروع قانون يمكن أن تجعل  أعضاء لكونغرس مسؤول ا عن دفعات لتحرش
0,manual, كورونا ما يضرب لجهاز التنفسي تع لبنادم
0,paraphrased,سيمانات  مور الخلاف على المقالات الأكاديمية قالت الصين بلي المنشورات الي يستوردوهم لازم أن تكون قانونية
0,paraphrased,فنزويلا راح تخدم بعملة افتراضية باش تواجه أزمتها الاقتصادية
0,translated,زعيم المعارضة الكينية يركز علا الفساد فإعادة الانتخابات
1,manual,لموقع تع ويكيميديا تخدم فعام 2000
0,translated,يقول ترامب أننا ذاهبون إلى فلوريدا قريبًا
1,translated,استلام ٢٥ مدرسة للقطاع العام فالسعودية
0,paraphrased,قل المجلس الأعلى للإعلام فمصر قال بلي  مسلسل أبو عمر المصري مافيهش حتى إساءة للسودان
0,translated,بيل غيتس يحذر من خطورة فيروس كورونا حال انتشاره فافريقيا 
0,translated,إيرباص دارت نصائح  تاع سلامة لطيارة تاع الهليكوبتر تايجر الي راهي تطير فاضطرابات
0,translated,تقول NHC بليإيرما تتوقع أن تزداد قوة بمجرد أن تبتعد عن كوبا
0,manual, تنزانيا فيها سياحة طبيعية كثر من لكويت
1,manual,ناضت حرب بين تونس وليبيا ف2023
0,manual,طلوع ليبري نتاع الذهب لأعلى مستوياته
1,manual,عمر لبشير باقي رئيس تع السودان
0,manual, عباس دعى لمؤتمر دولى للسلام فى الشرق الأوسط فمنتصف العام
0,translated,اكتاشفو حقول معادن تقدر تكفالعالم كامل لقرون
1,paraphrased,بوتين وافق على التعامل بشكل مناسب مع تجربة كوريا الشمالية النووية شينخوا
0,paraphrased,فرنسا تولي اهتمامًا وثيقًا لتقرير الماريكان حول الهجمات الكيماوية فسوريا
0,youtube,تعرفوا غير تكذبو هذا ماكن لوكن ترحو تقروا لقران مشي خير مزلنا ف ونتوما مزلكم فاشاعات و ناس راهي تتطور
1,paraphrased,الصين بغات تلغي سياسة تحديد النسل
0,youtube,قناة كذابة رغم مايقع بين الجزائر  والمغرب أتمنى رئيس رايس  الشفاء  العاجل  اللهم شافيه وعافيه وخفف من المه إنك على كل شيء قدير آمين يارب العالمين
1,manual,لقصبة مش مدينة تاريخية
1,translated,تعديل ضريبي فلسطيني لخفض الإيرادات
0,manual, كاينا اتفاقية بازل باش يتخلصو من النفايات لواعرة
1,manual,كتاشفو لجرثومة اللي تدير السرطان فعام 1996
0,translated,  ترفض واحد البوبليكاتور بريطاني طالب باش يحظروا المقالات الأكاديمية فالصين
1,paraphrased,اسعار لي تيكي  تاع لي ماتش تحطمو بسبة اختراع عالى المخاطرة
0,youtube,حرام عليكم تهينون رايسنا رايس  بركا من لكدب  منشورك غير نحيه ولا تباصي.
0,translated,فلوريدا تستعد لإعصار قوي إيرما
1,translated,من يصل للتريليون يورو أولاً ؟
1,youtube,الجزائر تتأهل لكأس العالم بزهر لي يكسر لحجر
0,translated,قطر نجحت فمواجهة المقاطعة بدراهمها و بقرها
1,paraphrased,ترامب ما بغاش يبدل الخطة فسوريا بسباب ادلب 
0,translated, على طريق البر والنهر والبحر ، يهرب الروهينجا من ميانمار
0,translated,اليورو يمشي و يطيح.. أقل مستوى فهاذي ست شهور
1,paraphrased,هونغ كونغ الغت محطة BBC World Service اللي كتشتغل  ساعة بسباب الانتقادات
0,youtube,راهم يكذبوا فبعيد الشر علية حسبي الله ونعمل وكيل فيكم.
1,translated,تقتل خمسة مشكوك فيهم من الشرطة تاع القاعدة فضربات بطائرة مسيرة باليمن
0,translated,ما هو فمشروع قانون لضرائب لجمهوري لنهائي
0,youtube,شحال تكذبو 😱😱😱
0,translated,اختفاء جمال خاشقجي: تركيا موش راح تسكت على واش صرا للصحفالسعودي
1,translated,فالصور ، تشير كوريا الشمالية ل وجود صاروخ باليستي عابر للقارات أكثر قوة قيد التنفيذ
0,manual,لارميالسوري الي دعماتوا  الماريكان راه يتقدم راه يتقدم وحدوا بلا الدولة الإسلامية فدير الزور
1,manual,خدمو لمنظمة لعالمية تع الطاقة لمتجددة فعام 1970
1,translated,مزال كاين آثار تاع الغاز المشع الي قدروش باش يفصلوه بالتجربة النووية
1,manual,كتاشفو لجرثومة اللي تدير النزف تع الرية ف1902
0,translated,العثور علا جثث  مهاجرا مسؤولا فصحراء ليبيا الشرقية
1,youtube,لبري تاع اللواطا قاع نزلو وياسر منهم لي نزلو فالسومة حتى لنص
0,youtube,صرات اكسيدو كبيرة فالعاصمة و الحمد لله ماشي بزاف ناس ماتو منها
1,translated,غارة على حفل زفاف شمالى اليمن دون ضحايا
1,manual,مكانش اتفاق سلام بين اثيوبيا والاقليم تع تغراي
0,translated,الولايات المتحدة تقول بليعلا ميانمار الرد بمسؤولية علا الهجمات علا قوات الأمن
0,manual, لقاو لجرثومة لباعوضة اللي تدير لحمى الصفرا فعام 1900
1,paraphrased,واشنطن تطاكي التعاون بينات الترك و الايران و الروس فسوريا
0,translated,ارتفاع عدد قتلى رئيس الوزراء الهولندي فهجوم إيرما علا سانت مارتن الهولندي إلى أربعة
0,manual, السياحة العلمية فاليابان حير من الامارات
0,manual, لجبل تع سيمينج جاي فايثيوبيا
0,paraphrased,وزير ألماني يهدد باتخاذ إجراءات ضد دول الاتحاد الأوروبي بشأن اللاجئين
0,youtube,حسبنا الله و نعم الوكيل خطوكم من الكذب و النفاق ربي يهديكم
0,translated,هذا الرد رد مايع واين حمرة الخجل ولا كورونا منعت الرد رحمة الله تعالى على صدام حسين
0,translated,حكومة ميس دفعت مشروع قانون  خرجت بريطانيا من الاتحاد الأوروبي باش تجنب  الخرجة الهمجية تاع الاعضاء الثانين
1,paraphrased,ألمانيا قالت لدول الاتحاد الأوروبي لازم يطبقوا بالحكم تاع المحكمة على خاطر المهاجرين.
0,manual, لقاو لجرثومة اللي تدير النزف تع الرية ف1906
0,translated,إعصار إيرما راه يدور قدام  جزر ليوارد NHC
1,translated,المكسيك ما طردتش سفير كوريا الشمالية بسبت تجارب نووية.
1,translated,تست ورا الصين استخدام القوة العسكرية كخيار لحل قضايا شبه الجزيرة الكورية
1,translated,قوات الدفاعات السعودية تفشل فى التصدي لصاروخ باليستيا فوق الرياض
0,youtube,إذا كنتم مسلمين فأنتم لا تعرفون حدود الكذب بانتشار أنباء لا أساس لها من الصحة وهذا حرام  عقب هذا الخبر الكاذب لم تتكلم أية فضائية عن الوفات المزعومة للرئيس رايس  هذا التصرف خطير قد يتسبب فعدة مشاكل  لمشاهديم وعليه فأنا سوف أبطل مشاهدة محطتكم التي تفتقذ مكارم الأخلاق
1,translated,ميركل ماعندهاش مسعى دبلوماسي لكوريا الشمالية باش يهدروا مع المتحدث باسم بوتين
1,translated,المجلس الأعلى للإعلام فمصر يوقف مسلسل أبو عمر المصري
1,manual,مكانش بلاصة تع تجارة حرة للدول تع امريكا الشمالية
1,paraphrased,تتويج أول امرة بيضاء البشرة بلقب ملكة جمال بريطانيا
0,translated,طلقو تطبيق فالبورطابل يقيم الخطب الدينية فالسعودية
0,manual, فرانسا احتلت بزاف دول فافريقيا
0,paraphrased, إعصار ترامب إيرما عندو إمكانيات تاع تدمير كبيرة عمرها ماصرات 
0,paraphrased,مات ميني مي فعمرو  عام
1,translated,المدنيين فى الغوطة الشرقية وعفرين يتمسكون بالبقاء
1,translated,ما استجابوش سكان كاليفورنيا لتحذيرات الزلازل بعد تدمير الزلازل
1,paraphrased,إندونيسيا واجدة باش تعاون مع بنغلاديش فالتعامل مع لاجئي الروهينغا.
1,paraphrased,موانئ جزر فيرجن الأمريكية غلقوها على وجه سلطة الموانئ قبل ما يجي العاصفة إيرما
0,paraphrased,استعدت هافانا للفيضانات بعد أن اجتاح الإعصار إيرما مفاتيح كوبا
1,manual,وتقول تركيا بلي لكلام عن راهي ء انضمامها ل الاتحاد الأوروبي يقوض أوروبا
0,translated,راهي توجد السبيطارات  تاع ميامي باش يزيدوا عدد المواليد  فإعصار إيرما
1,translated,يريد وزير التجارة الأمريكي محتوى سيارات نافتا أعلا  بالمائة رايس نتاع الاتحاد
1,manual,غير لا قريب قوية رجعوها كورونا هذا مكان ما عندها مادير
0,translated,بريطانيا طالبت بسلطات واسعة كثر للمحققين تاع الهجمات الكيمياوية فسوريا
1,translated,اليمن حطت زوج ملاير فالسعودية 
1,manual,مصراتش ازمة تع دراهم فليونان
1,paraphrased,مكتب التحقيقات الفدرالي قال الشهود ف التحقيق الأمريكي فقضية ماليزيا وان إم دي بي خايفين على سلامتهم.
0,manual, لمسرح تع لوبيرا فتالين تنخدم فعام 1863
0,translated,عرض فوري: مجل س لنواب يوافق عل ى أكبر إصل اح ضريبي منذ  عاما ، ومجل س لشيوخ لتلي
0,translated,بدا يهبط الذهب  مع بدا يهبط الدولار
1,translated,السلاح ف السعودية وجماعتها عجب المدنيين تاع اليمن 
0,translated,موت مريم مصطفى: نيابة مدينة روما راح تفتح تحقيق فالقضية
0,translated,أعلى مرجع شيعي راه يحض العراقيين باش ما ينتخبوش الفاشلين والفاسدين فالانتخابات النيابية
1,paraphrased,كمبوديا اتهمت زعيم المعارضة بالخيانة.
0,manual, كاين بزاف حدايق وطنية فتانزانيا
1,translated,خطة يابانية باش يغزو سوق السيارات الكهربائية
1,paraphrased,انتحاريين كايهاجمو محطة كهرباء شمال بغداد مما أسفر عن ماتو سبعة رجال الشرطة
1,manual,بزاف مدن هملو بلايص السياحة تاوعهم فالسنوات الاخيرة
0,manual, الثورة تع دزاير بدات فعام 1954
1,manual,هدات الحالة بين ترامب ورحاني
0,paraphrased,لارميالسوري راه يتقدم فالغوطة الشرقية والسكان هربو مع تصاعد القتال
0,manual, لمراض تع كورونا يديرولهم فحص تع بي سي ار
1,manual,نقصو الزوار على دول الشرق الاوسط
0,translated,الصينيين اللى عندعم كورونا يتفلو على المواد الغذائيه ومفاتيح المصاعد وكمان يتفلو على الناس من الخلف يعنى انا والطوفان من بعدى الحمد لله على نعمه الاسلام
1,translated,الخام تاع الماريكان طلعت بيه والبرانت هبطت بيه 
1,manual,الجزيرة تع مدغشقر مفبهاش تنوع كبير فلحيوانات
0,paraphrased,البابا بوصل لكولومبيا في مهمة باش يدعم السلام
1,manual,لاتفاقية تع التراث لعالمي صرات فعام 1980
0,paraphrased,آبي مون يسعى للحصول على دعم روسي صيني لفرض عقوبات على كوريا الشمالية كيودو
1,paraphrased,برميل فات  دولار 
0,youtube,الخضر طاحو وما تمكنوش من الحصول على مقعد فكأس العالم
1,translated,المدنيين فى الحديدة يبقون فى أماكنهم رغم عمليات القتال
1,manual,محافظة كركوك العراقية تصوت فاستفتاء الاستقلال الكردي
0,translated,فنزويلا لديها مشاكل فالوفاء بالتزاماتها على ديون روسيا
1,manual,ترامب هدر مع قادة السعودية والمغرب وقطر
1,translated,تقرير دافوس: الكويت الأولى عربيا و٢٧ عالميا
1,manual,لمسلمين ماوصلوش للاندلس فلفتوحوات نتاعهم
0,translated,بريطانيا الاتحاد الأوروبي لها مواقف قانونية مختلفة للغاية بشأن مشروع قانون خروج بريطانيا من الاتحاد الأوروبي وزير المملكة المتحدة
1,manual,السياحة فجزاير ماتركزش غير على المدن البحربة فقط 
1,paraphrased,المحكمة العليا فأستراليا تستمع للطعون على التصويت على زواج المثليين
0,youtube,ياللعارعليك😠😡😭
1,translated,مكاسب للنفط جراء التوترات التجارية
0,translated, إعصار إيرما راه  يهدد  فالسياحة الكبيرة ففلوريدا
0,youtube,ياللعارعليك😠😡😭.
1,manual,لبومة لقهوية مزالها كاينا
1,paraphrased,اللابوليس تاع مصر ما قتلتش عشرة معاهم السلاح مشكوك فيهم فغارات على القاهرة
1,translated,المغرب طلقو سراح الولد لي نكح البنت 
0,manual,فتحو مرفق تع لعب جديد فدبي
1,translated,محكمة تاع آذرية طلقت سراح نايب رئيس وكالة الأنباء الأذرية المستقلة
1,paraphrased,نادي برشلونة ماراحش يربح بطولة دوري الأبطال الأوروبي.
1,paraphrased,سعد المجرد ... كملت الحكاية 
0,paraphrased,رحلة هي اللولة تاريخيا بين لندن وبيرث
1,paraphrased,دارو مظاهرة سلمية ناجحة فالبصرة باه يطالبو بمكافحة الفساد لي صاري
1,youtube,الشعب فدزاير متخلفين ومتشددين بزاف و ضد السياحة ولانفتاح الله لا يوريكم
0,translated,الناجون من الهولوكوست يهزون بوابة بيرلينز براندنبورغ بأغنية أمل
1,manual,لخدمة لوطنية فدزاير ولات 5 سنين ف2023
0,manual, لقاو لمضادات الستيرويدية فخمسينات ديال لقرن العشرين
1,youtube,خرجت الصباح للسوق لقيت لوطو هايلة بسومة طايحة بزاف والله غير عجبني
0,paraphrased,ترا كورونا مب صدام حسين بس اقول يعني 
1,youtube,باش تدير التجارة الالكترونية لازم عندك فلوس بزاف
1,translated,الروسية ما تدرسش الضغط الروسي على جال حظر تصدير المنسوجات من كوريا الجنوبية
0,translated,العراق قالت بلي راح تصادر الممتلكات تاع الرئيس السابق صدام حسين و بزاف مسؤولين سابقين
0,manual, فعام 2022 راح كثر من زوج ملاين سابح لزيمبابوي
1,paraphrased,احتدام المعارك على ميناء الحديدة الاستراتيجي فالسعودية
0,manual,دارو ترميم للأثار القديمة فاليونان باش يزيدو الزوار
0,youtube,حسبي لله ونعم لوكيل فصاحب فديو
1,manual,لبورصة تع سانغافورة تخدمت فعام 2000
0,youtube,اجمل بلد واجمل شعب هو الجزائري تحياتي من هولندا انشالله اول دوله ازوره هي الجزائر 🇩🇿 
0,youtube,وعلاش لكذب هذا.
0,paraphrased,قتلت تركيا  مسلحا كردي ف اخرعملية عسكرية
0,translated,ماكرون قاس التحدي لأوروبا - يا اما تتريقل ولا تتهرد
1,paraphrased,الريال تاع ايران راهو يتعافى مام مع تهديدات تاع ترامب
1,manual,الامارات ما دارت حتى قرار جديد بخصوص التأشيرة
0,translated,وقالت كوريا الجنوبية بليعقوبات الماريكان لازم أن تلحق الضرر بالشمال
0,youtube,كلنا رئيسنا  رايس
0,translated,حكومة ميس تدفع مشروع قانون خروج بريطانيا من الاتحاد الأوروبي لتجنب الرحيل الفوضوي
0,translated,قد يضطر ترامب إلى القبول بردع كوريا الشمالية وعدم نزع سلاحها
1,translated,يمكن أن ينتمي الجذع مقطوع الرأس ل الصحفالغواصة
1,paraphrased,محكمة الاتحاد الأوروبي ترفض دعوى المجر السلوفاكية ضد أخذ لاجئين
0,translated, الكوريون فاليابان راهم متقلقين  بسبت المشاكل مع الشمال خايفين من رد الفعلهم الشينة
1,translated,تم إيجاد جثمان رضا بهلوي فاليمن
1,paraphrased,تراجع التحالف عن الحديدة فى اليمن
1,paraphrased,وتقول الشرطة البريطانية بلي الطوق لي تم رفعه فطرد بولتون ليس مريبًا
0,translated,مشرعون ألمان يزورون القاعدة الجوية التركية لكن الخلاف لم يحل
1,manual,لماريكان ما دارتش لحرب فلعراق
0,manual, صرات ثورة تع صناعة فكندا فلقرن التسعطاعش
1,translated,مصر تخفض أسعار الوقود
0,youtube,الرايس تاعنا ما مات لا فسبيطار لاشكوبي بركاو من الكذب غير لبارح بان فالتيلي
0,translated, أسعار النفط هودت بسبة الصادرات تاع أميركا
0,translated,النفط طلع بعد ما طاح الخام الأميركي
0,paraphrased,وزير الخارجية الأمريكي حذر من الهجوم على إدلب السورية
1,paraphrased,استلام ٢٥ مدرسة للقطاع العام بالسعودية
0,translated,أهم  أفلام لازم تنتبه ليها فمهرجان كان السينمائي 
1,translated,تحالف حرب العصابات السابق ما يحصلش على تفويض لتشكيل حكومة كوسوفو
1,translated,العالم راه يستنى الموقف تاع ايران على هبوط لي بري تاع البترول
1,manual,لقاو لجرثومة اللي تدير لتهاب لكبد لوبائي أ فعام 1960
0,manual,فتحو معرض فني جديد فباريس
1,paraphrased,الجزائر ما تعتقلش أنصار شخصية معارضة مسجونة
0,translated,زلزال الليرة ووصل حتى لقبرص واقتصاد أنقرة مشى فيها
1,paraphrased,الذهب زاد فالبري مع التصريح لي دارو ترامب على كوريا الشمالية
1,paraphrased,يقول ترامب انو يوافق علا رفع القيود المفروضة علا حدود فكوريا الجنوبية
0,manual, طورو لقاح تع فيروس الروتا فعام 2006
1,manual,مصراش نمو فلقتصاد تع جنوب افريقيا
1,manual,دارو جولات على الأقدام للاستمتاع بالمناظر فالشتا
0,manual, قطار تقلب فبوقنادل و ماتو  على الأقل فالمروك
0,paraphrased,راه يظن بوتين بلي أزمة كوريا الشمالية ماريحاش تسقم الدبلوماسية النووية
1,manual,كتاشفو الدوبامين لمرة لولة فيطاليا
0,translated,خامنئي اعترف بلي كاينة أزمة اقتصادية فإيران.. وراه يطالب بباش يحلوها
0,paraphrased,يخطط فرانسيس ماكرون لإنهاء معاشات سكك حديدية الشباب المتقاعدين
0,translated,تركيا تحفزت باش تدخل فسوق العملات
1,paraphrased,الأمراء البريطانيون يحيون ذكرى وفاة ديانا بزيارة الحديقة
0,manual,مجلس الشيوخ البرازيلي يصوت على الحزمة المالية نهار الثلاثاء قال أوليفيرا
1,translated,إندونيسيا تعتزم شراء طائرات روسية بقيمة  مليار دولار
0,translated,السعودية افتتحت أول دار عرض سينمائي من  سنة
0,translated,روسيا راح تدير حق الفيتو باش تبرئ إيران من انتهاك حظر تاع السلاح فاليمن
1,paraphrased,حفر الروث فجنوب إفريقيا ، أما بونجان ، فتكدس الضغط علا زوما
1,manual,الجزائر بلاد عنصري وما يمكنش تكون بلد سياحي
0,youtube,الجزاير مخدومة وشابة وماشي غير  ولايات لي ملاح فيها برك 
0,paraphrased,قبل العقوبات.. إيران آير تسلمت خمس طيارات جداد
0,translated,ترامب يوقع لضرائب ، فواتير لإنفاق لحكومي فلقانون
0,translated,رغد صدام حسين تكشف حقيقة فيديو لوالدها الراحل يكان عارفخلاله بفيروس كورونا 
0,translated,عرف ردود الأفعال عربياً وعالمياً بعد واش صرا فغزة
1,paraphrased,برشلونة يوازن بين الأوالحرية ورا الهجمات المميتة
0,translated,اقتصاد تركيا راه فمهب الهجمات الأميركية
1,translated,الفلسطينين دارو عين شافت وعين ما شافت كي طلقوا سراح يهودي
1,translated,ترامب قاليك راه مع السلام بين فلطسينين والاسرائليين 
1,translated,محكمة العدل الدولية تبحث دعوى إيران لتعليق العقوبات الروسية
1,youtube,الدولار، يعني (ثلاثمائة وستة وثلاثون مليون سنتيم)، سيهبط قريباً إلى أقل من هذا.... الفرصة تكون متاحة كل ثلاث أو أربع سنوات... لا تفوتها، ستصل إلى أكثر من ستين ألف قبل نهاية السنة أو بعدها بأيام... هذا فقط لأصحاب رأس المال الكبير وشكرا للجميع
1,paraphrased,رايس نتاع مركز البحوث العلمية طرطقو فيه بومبا 
1,translated,كوريا الجنوبية حتفل كيم جونغ أون بالرياضيين تاع الأولمبياد فسهرة
0,youtube,الله يحفظ لنا يا ربي. لي بغا ليه  الموت يسبقو انشاء الله.
1,youtube,إسم القناة خبر و معلومة كاذبة رقم واحد فالجزائر
1,paraphrased,كندا ما رحلتش ميات المعلومات تاع الحكومة لبلادات الي ذمرتها الحرب
1,manual,الفيزا تع شتغن فرانسا هي الساهلة قاع باش تديها
0,paraphrased,رئيس الوكالة الدولية تاع الطاقة الذرية فالماريكان قال بلي إيران تلتزم بالقواعد
0,paraphrased,مصر ودعت العراب أحمد خالد توفيق
0,paraphrased,الفوز نتاع ترامب ، لقاضي جات دعوى خاتش جاوه دراهم من برا
0,manual,حزب اليمين المتطرف النمساوي تهم المحافظين بسرقة أفكار الحملة
0,paraphrased,الألمان أكثر وحدة خايفة من الإرهاب  راهي تأمن على دراسة الشؤون المالية
0,translated, تركيا قالت ليك بلي التراجع تاع الليرة راح تكون فرصة مليحة للسواح
1,translated,إعصار إيرما راهو يبتعد على باربودا حسب الNHC
0,paraphrased,حزب الحرية النمساوي ينتقد قرار محكمة العدل الأوروبية على حصص المهاجرين
1,paraphrased,الممثلة تاع الماريكان ريز ويذرسبون عتدها ثلاثة يدين
1,paraphrased,دول البريكس تنكر التجربة النووية لكوريا الشمالية وتقول مانبغيوش الحماية
0,youtube,لعنة لله على كل من يزرع لسموم باخبار كادبة هو حي يرزق إنما مريض كاي بشر
1,youtube,الحملة الوطنية للتلقيح ضد الكورونا كملت، ڤاع مدعوين للمشاركة.
1,paraphrased,مصر نقصولهم لهم المعاشات والاجور
1,translated,انفوغرافيك كيبين ذهاب الليرة اللبنانية للمجهول
1,paraphrased,الصين تتجاهل احتجاجات فيتنام علا جال التدريبات فبحر الصين الجنوبي
0,paraphrased,ممكن تكون رحلة شامبليون لمصر تسرع بموتو ؟
0,paraphrased,روسيا زعفت على وزير الدفاع تاع ألمانيا  على تصريحات على جال المناورات الحربية
1,translated,بوتين قال انو روسيا تحتفظ بالحق فقطع عدد البعثة الدبلوماسية الأمريكية
0,paraphrased,مجلس النواب قال ارح تكون كاينة حصانة قضائية لوحدين ضباط كبار فلارميبعد عزل مرسى
0,youtube,ختي ما تقدريش تشربي اي دوا لازم تشوفطبيب هو لي يعطيك وش تشربي رح يعطيك بزاف دواوات كاشيات و تشكك تاع تخثر الدم بصح نتي زيدي من عندك لي فيتامين سورتو فيتامين سي اشربيه بلا حساب كون تقدري ثلاث مرات فالنهار حتى فالليل معليش اذا كان مايأثرلكش على رقادك وتاني اشربي الزنك مرة فاليوم و كثري من الماء بزااااااف باسكو الدواوات تاع كورونا ينشفو الكلاوي سما كثري الماء وماتخافيش واذا لاقدر الله لحقتي لمرحلة متطورة و عندك سعال حاد وضيق تنفس لازم ترقدي على صدرك دايمن بش تقدري تتنفسي الاز ومن الافضل اذا كنتي قادرة ما تقعديش بزاف فالفراش من الاحسن تمشي يالوكان دوري غير فالدار بش تمشيلك الدورة الدموية والاهم كثري من لاسوب والخضر والحوت هوما لي يرجعولك المناعة
0,translated,الليرة التركية زادت طاحت أكثر و دارت رقم قياسي
1,translated,برلين تركد: بإمكان واشنطن تقسيم الاتحاد الأوروبي
1,translated,تكالمات الحالة بين ليهود والفلطسنين 
0,translated,ترامب هدر  مع قادة السعودية والإمارات وقطر
0,manual, فرانسا شحال من مرة تدي الرتبة اللولة فالسياحة فالعالم
1,manual,لباندا لكبير مزاله عايش
0,manual, ماليزيا سهلت اجراءات السياحة للدزايريين
1,translated,زعيم قومي تركي يقول الاستفتاء الكردي العراقي سبب محتمل للحرب
0,paraphrased,الغاز والتريسيتي شعلو الشارع الأرجنتيني
1,paraphrased,تعديل ضريبي فلسطيني باش يخفضوا الإيرادات
0,manual, طورو لقاح للحمة الصفرا فعام 1937
