label,source,text,normalized_text,cleaned_text
0,youtube,بركاو من لكذب على لناس هذا كله من اجل كسب شىء مز لمل عيب عليكم,بركاو من لكذب علي لناس هذا كله من اجل كسب شيء مز لمل عيب عليكم,بركاو لكذب علي لناس كله اجل كسب شيء مز لمل عيب
0,translated,النيابة بمصر حبست معصوم مرزوق باش يحققو معاه وانهموه بلي حقق أهداف جماعة إرهابية,النيابه بمصر حبست معصوم مرزوق باش يحققو معاه وانهموه بلي حقق اهداف جماعه ارهابيه,النيابه بمصر حبست معصوم مرزوق يحققو وانهموه بلي حقق اهداف جماعه ارهابيه
1,paraphrased,استشار البابا فرانسيس محللًا نفسيًا فكتاب السبعينيات,استشار البابا فرانسيس محللا نفسيا فكتاب السبعينيات,استشار البابا فرانسيس محللا نفسيا فكتاب السبعينيات
0,manual, تعامل صحاب الفنادق عنده تأثير كبير بزاف على تقييم السائح ليهم, تعامل صحاب الفنادق عنده تاثير كبير بزاف علي تقييم السائح ليهم,تعامل صحاب الفنادق عنده تاثير كبير بزاف علي تقييم السائح
1,paraphrased,قبظت البوليس تاع بريطانيا ربعة فيهم جنود مشتابهين فيهم بلي إرهاب تاع اليمين المتطرف.,قبظت البوليس تاع بريطانيا ربعه فيهم جنود مشتابهين فيهم بلي ارهاب تاع اليمين المتطرف.,قبظت البوليس بريطانيا ربعه جنود مشتابهين بلي ارهاب اليمين المتطرف.
1,manual,بيدرو سانشيز مبغاش يتحاور معا لاقليم تع كاتالونيا,بيدرو سانشيز مبغاش يتحاور معا لاقليم تع كاتالونيا,بيدرو سانشيز مبغاش يتحاور معا لاقليم كاتالونيا
0,translated,الذهب هود مع فشل أزمة إيران باش يحفزو المشتريات,الذهب هود مع فشل ازمه ايران باش يحفزو المشتريات,الذهب هود فشل ازمه ايران يحفزو المشتريات
1,youtube,واذا مات وين رآه المشكل اخرتها كفن ابيض بلا جيوب الرسول عليه الصلاة والسلام ومات وتستمر الحياة عادي يجي رائس جديد ويموت كل نفس ذائقة الموت على كل حال تموتو متعرفوش الصح 😁تقرعجو علينا ياعديان الله.,واذا مات وين راه المشكل اخرتها كفن ابيض بلا جيوب الرسول عليه الصلاه والسلام ومات وتستمر الحياه عادي يجي رائس جديد ويموت كل نفس ذائقه الموت علي كل حال تموتو متعرفوش الصح 😁تقرعجو علينا ياعديان الله.,واذا مات المشكل اخرتها كفن ابيض بلا جيوب الرسول الصلاه والسلام ومات وتستمر الحياه عادي يجي رائس جديد ويموت نفس ذائقه الموت علي حال تموتو متعرفوش الصح 😁تقرعجو علينا ياعديان الله.
1,paraphrased,مجلة فرنسية تلقاتها مذنبة بسبت نشر صور عرى للدوقة البريطانية.,مجله فرنسيه تلقاتها مذنبه بسبت نشر صور عري للدوقه البريطانيه.,مجله فرنسيه تلقاتها مذنبه بسبت نشر صور عري للدوقه البريطانيه.
1,manual,الدولار هبط كيفكيف كيما التوقعات تاع البروفيت تاع الماريكان,الدولار هبط كيفكيف كيما التوقعات تاع البروفيت تاع الماريكان,الدولار هبط كيفكيف التوقعات البروفيت الماريكان
0,paraphrased,الرئيس الأوكراني قال ضد إجراء انتخابات مبكرة,الرئيس الاوكراني قال ضد اجراء انتخابات مبكره,الرئيس الاوكراني ضد اجراء انتخابات مبكره
0,youtube,قاطعوا هده القناة الكادبة لعنت الله عليكم.,قاطعوا هده القناه الكادبه لعنت الله عليكم.,قاطعوا هده القناه الكادبه لعنت الله عليكم.
0,translated,ميني مي مات  وهو ماشي فايت  عام,ميني مي مات  وهو ماشي فايت  عام,ميني مي مات ماشي فايت عام
1,paraphrased,ألمانيا تقدر تكون فترتيب التنمية بعد استقبال اللاجئين,المانيا تقدر تكون فترتيب التنميه بعد استقبال اللاجئين,المانيا تقدر تكون فترتيب التنميه استقبال اللاجئين
0,paraphrased,العراق عدم  واحد مدان بالإرهاب بعد ما أمرهم العبادي,العراق عدم  واحد مدان بالارهاب بعد ما امرهم العبادي,العراق عدم مدان بالارهاب امرهم العبادي
1,paraphrased,فرانكفورت تنزع فتيل قنبلة الحرب العالمية الثانية الضخمة ورا إخلاء ,فرانكفورت تنزع فتيل قنبله الحرب العالميه الثانيه الضخمه ورا اخلاء ,فرانكفورت تنزع فتيل قنبله الحرب العالميه الثانيه الضخمه ورا اخلاء
0,paraphrased,السناتور لجمهوري جون ماكين يروح من واشنطن قبل  الفوط على الضريبة ,السناتور لجمهوري جون ماكين يروح من واشنطن قبل  الفوط علي الضريبه ,السناتور لجمهوري جون ماكين يروح واشنطن قبل الفوط علي الضريبه
1,translated,الصينية ما تعلقش إنفاذ قوانين الهجرة فالمناطق الي ضربها إعصار ماريا,الصينيه ما تعلقش انفاذ قوانين الهجره فالمناطق الي ضربها اعصار ماريا,الصينيه تعلقش انفاذ قوانين الهجره فالمناطق ضربها اعصار ماريا
0,translated,الجذور التاريخية لللأولياء والقديسين فمصر,الجذور التاريخيه لللاولياء والقديسين فمصر,الجذور التاريخيه لللاولياء والقديسين فمصر
1,manual,لوتيلات تع امريكا رخيصة,لوتيلات تع امريكا رخيصه,لوتيلات امريكا رخيصه
1,manual,السياحة فدزاير خير من النروبج,السياحه فدزاير خير من النروبج,السياحه فدزاير خير النروبج
0,translated,بوتين يحافظ على تكريم الدبلوماسي الأمريكي تيلرسون الدولة الروسية,بوتين يحافظ علي تكريم الدبلوماسي الامريكي تيلرسون الدوله الروسيه,بوتين يحافظ علي تكريم الدبلوماسي الامريكي تيلرسون الدوله الروسيه
0,manual, صرات حرب اهلية فدزاير, صرات حرب اهليه فدزاير,صرات حرب اهليه فدزاير
1,manual,إسبانيا تضغط علا الاتحاد الأوروبي لتبني إجراءات تقييدية ضد فنزويلا,اسبانيا تضغط علا الاتحاد الاوروبي لتبني اجراءات تقييديه ضد فنزويلا,اسبانيا تضغط علا الاتحاد الاوروبي لتبني اجراءات تقييديه ضد فنزويلا
1,manual,السوق تاع الكرارص راه طاح ولي يقدر يبروفيتي غير يعول,السوق تاع الكرارص راه طاح ولي يقدر يبروفيتي غير يعول,السوق الكرارص طاح ولي يقدر يبروفيتي يعول
1,paraphrased,إيرما تتجه الغرب ل الشمال الغربي أثناء مرورها فوق جزيرة باربودا الكاريبية,ايرما تتجه الغرب ل الشمال الغربي اثناء مرورها فوق جزيره باربودا الكاريبيه,ايرما تتجه الغرب الشمال الغربي اثناء مرورها فوق جزيره باربودا الكاريبيه
0,translated,الحزب الاشتراكي الديمقراطي الألماني يفقد الدعم مور استطلاع مناظرة تلفزيونية,الحزب الاشتراكي الديمقراطي الالماني يفقد الدعم مور استطلاع مناظره تلفزيونيه,الحزب الاشتراكي الديمقراطي الالماني يفقد الدعم مور استطلاع مناظره تلفزيونيه
1,translated,صور من آسيا تحكي عن العلم و تشجيع كرة البالاكم و الخيول وشدة الحرارة,صور من اسيا تحكي عن العلم و تشجيع كره البالاكم و الخيول وشده الحراره,صور اسيا تحكي العلم تشجيع كره البالاكم الخيول وشده الحراره
0,youtube,بوتفليقة ما مات ما والو الخبر تاع واحد الجماعة كانو عاسينو وطلقو عليه الرصاص مع الصباح كي كان خارج من دارو هو ولي قاردور تاوعو مكانش منو قاع غير فستي على روحو,بوتفليقه ما مات ما والو الخبر تاع واحد الجماعه كانو عاسينو وطلقو عليه الرصاص مع الصباح كي كان خارج من دارو هو ولي قاردور تاوعو مكانش منو قاع غير فستي علي روحو,بوتفليقه مات والو الخبر الجماعه كانو عاسينو وطلقو الرصاص الصباح خارج دارو ولي قاردور تاوعو منو قاع فستي علي روحو
1,paraphrased,قال ترامب إنه يأمل فاستخدام العمل العسكري ضد كوريا الشمالية,قال ترامب انه يامل فاستخدام العمل العسكري ضد كوريا الشماليه,ترامب انه يامل فاستخدام العمل العسكري ضد كوريا الشماليه
0,youtube,فراسكم الخبر كاذب والرئيس فحالة جيدة,فراسكم الخبر كاذب والرئيس فحاله جيده,فراسكم الخبر كاذب والرئيس فحاله جيده
0,translated, وزارة الآثار المصرية نفات بلي كاين غرف سرية ورا مقبرة توت عنخ آمون, وزاره الاثار المصريه نفات بلي كاين غرف سريه ورا مقبره توت عنخ امون,وزاره الاثار المصريه نفات بلي غرف سريه ورا مقبره توت عنخ امون
0,translated,أمين عام الأمم المتحدة يحذر من أن العنف فميانمار قد يزعزع استقرار المنطقة,امين عام الامم المتحده يحذر من ان العنف فميانمار قد يزعزع استقرار المنطقه,امين عام الامم المتحده يحذر ان العنف فميانمار يزعزع استقرار المنطقه
0,translated,ماكرون يتوقع سقوط ضحايا مور لي ضرب إعصار إيرما الأراضي الفرنسية,ماكرون يتوقع سقوط ضحايا مور لي ضرب اعصار ايرما الاراضي الفرنسيه,ماكرون يتوقع سقوط ضحايا مور ضرب اعصار ايرما الاراضي الفرنسيه
1,translated,كولومبيا حذرت متمردي جيش التحرير الوطني يسلموا جثة الرهينة الروسي,كولومبيا حذرت متمردي جيش التحرير الوطني يسلموا جثه الرهينه الروسي,كولومبيا حذرت متمردي جيش التحرير الوطني يسلموا جثه الرهينه الروسي
1,manual,لبورصة تع فرانكفورت غير جديدة,لبورصه تع فرانكفورت غير جديده,لبورصه فرانكفورت جديده
1,manual,التحالف لي تقودو الولايات المتحدة يقول انو لا يزال يراقب قافلة لتنظيم الدولة الإسلامية فسوريا,التحالف لي تقودو الولايات المتحده يقول انو لا يزال يراقب قافله لتنظيم الدوله الاسلاميه فسوريا,التحالف تقودو الولايات المتحده يقول انو يزال يراقب قافله لتنظيم الدوله الاسلاميه فسوريا
1,translated,السويس تعجز عن تحقيق أي رقم قياسي,السويس تعجز عن تحقيق اي رقم قياسي,السويس تعجز تحقيق رقم قياسي
0,translated,الليرة التركية هودت من جديد و تحطم رقم قياسي,الليره التركيه هودت من جديد و تحطم رقم قياسي,الليره التركيه هودت جديد تحطم رقم قياسي
0,manual, التصحر ماشي ويزيد فلقرن لواحد ولعشرين, التصحر ماشي ويزيد فلقرن لواحد ولعشرين,التصحر ماشي ويزيد فلقرن لواحد ولعشرين
0,paraphrased,تونس قالت بلي راح تسلم مشتبه به بلي كان الحارس تاع بن لادن لألمانيا,تونس قالت بلي راح تسلم مشتبه به بلي كان الحارس تاع بن لادن لالمانيا,تونس قالت بلي راح تسلم مشتبه بلي الحارس بن لادن لالمانيا
0,paraphrased,الزعيم الكمبودي  راه يهدد بحظر  حزب معارض,الزعيم الكمبودي  راه يهدد بحظر  حزب معارض,الزعيم الكمبودي يهدد بحظر حزب معارض
0,manual,علنو الحداد فى  فلسطين على القتلى تاع يوم الأرض,علنو الحداد في  فلسطين علي القتلي تاع يوم الارض,علنو الحداد فلسطين علي القتلي يوم الارض
1,translated,التمسك برونالدو يصعد بأسهم اليوفي,التمسك برونالدو يصعد باسهم اليوفي,التمسك برونالدو يصعد باسهم اليوفي
0,paraphrased,الذهب راه بدا يولي مليح مع راه يهود الدولار الأميركي,الذهب راه بدا يولي مليح مع راه يهود الدولار الاميركي,الذهب بدا يولي يهود الدولار الاميركي
0,translated,ترامب حبس أجهزة الأتصال الصينية فالأسواق,ترامب حبس اجهزه الاتصال الصينيه فالاسواق,ترامب حبس اجهزه الاتصال الصينيه فالاسواق
1,paraphrased,فيلم باربي يؤجل عرض انتاعه لعام,فيلم باربي يؤجل عرض انتاعه لعام,فيلم باربي يؤجل عرض انتاعه لعام
1,manual,كتاشفو لاشعة الاكس فعام 1980,كتاشفو لاشعه الاكس فعام 1980,كتاشفو لاشعه الاكس فعام 1980
0,translated,دبي فيكسات مصاريف المدارس.. وخفضت رسوما حكومية,دبي فيكسات مصاريف المدارس.. وخفضت رسوما حكوميه,دبي فيكسات مصاريف المدارس.. وخفضت رسوما حكوميه
0,translated,الذهب مستقر رغم طبول الحرب التجارية,الذهب مستقر رغم طبول الحرب التجاريه,الذهب مستقر رغم طبول الحرب التجاريه
1,manual,كورونا تدير حب كبير فجسم لمريض,كورونا تدير حب كبير فجسم لمريض,كورونا تدير حب كبير فجسم لمريض
1,paraphrased,دراهم لي ترجعهم قناة سويس انخفضو ,دراهم لي ترجعهم قناه سويس انخفضو ,دراهم ترجعهم قناه سويس انخفضو
0,youtube,ربي يشفيه ويعافيه من هذا الوباء.,ربي يشفيه ويعافيه من هذا الوباء.,ربي يشفيه ويعافيه الوباء.
0,paraphrased,إعصار فمدغشقر راح يهدد صناعة الأيس كريم فالعالم,اعصار فمدغشقر راح يهدد صناعه الايس كريم فالعالم,اعصار فمدغشقر راح يهدد صناعه الايس كريم فالعالم
1,manual,ماليزيا منعت الدزايريين من انهم يجو للسياحة فيها,ماليزيا منعت الدزايريين من انهم يجو للسياحه فيها,ماليزيا منعت الدزايريين انهم يجو للسياحه
1,manual,لمتحف تع جوجنهايم تنفتح فعام 1940 فنيويورك,لمتحف تع جوجنهايم تنفتح فعام 1940 فنيويورك,لمتحف جوجنهايم تنفتح فعام 1940 فنيويورك
1,translated,النقط طلع طلعت شينة ,النقط طلع طلعت شينه ,النقط طلع طلعت شينه
0,translated,أمريكا راها تستهدف بانكات عراقية جداد,امريكا راها تستهدف بانكات عراقيه جداد,امريكا راها تستهدف بانكات عراقيه جداد
0,paraphrased,راه من الممكن يبلعوا  زوج محطات نووية ففلوريدا إذا قعدت إيرما ف الطريق,راه من الممكن يبلعوا  زوج محطات نوويه ففلوريدا اذا قعدت ايرما ف الطريق,الممكن يبلعوا زوج محطات نوويه ففلوريدا اذا قعدت ايرما الطريق
1,paraphrased,بوتين روسيا عنده الحق فقطع البعثة الدبلوماسية الأمريكية,بوتين روسيا عنده الحق فقطع البعثه الدبلوماسيه الامريكيه,بوتين روسيا عنده الحق فقطع البعثه الدبلوماسيه الامريكيه
0,translated,تركيا نفات بلي مدت تسجيلات للولايات المتحدة فى قضية اختفاء الصحفى جمال خاشقجي,تركيا نفات بلي مدت تسجيلات للولايات المتحده في قضيه اختفاء الصحفي جمال خاشقجي,تركيا نفات بلي مدت تسجيلات للولايات المتحده قضيه اختفاء الصحفي جمال خاشقجي
0,paraphrased,شكون اللي يشملهم قرار مصادرة أملاك رموز الحكم تاع صدام؟,شكون اللي يشملهم قرار مصادره املاك رموز الحكم تاع صدام؟,شكون اللي يشملهم قرار مصادره املاك رموز الحكم صدام؟
1,translated,رحلات تاع طيرانبيناتالروس و مصر حبسو من جديد,رحلات تاع طيرانبيناتالروس و مصر حبسو من جديد,رحلات طيرانبيناتالروس مصر حبسو جديد
0,manual, الدزايريين مبغاوش بوتفليقة يترشح لمرة لخامسة, الدزايريين مبغاوش بوتفليقه يترشح لمره لخامسه,الدزايريين مبغاوش بوتفليقه يترشح لمره لخامسه
1,translated,الأمير البريطاني وليام وزوجته كيت يتوقعان طفلهما الثالث,الامير البريطاني وليام وزوجته كيت يتوقعان طفلهما الثالث,الامير البريطاني وليام وزوجته يتوقعان طفلهما الثالث
0,paraphrased,وتنفالولايات المتحدة أنباء عن مواجهة إيران لسفينة أمريكية,وتنفالولايات المتحده انباء عن مواجهه ايران لسفينه امريكيه,وتنفالولايات المتحده انباء مواجهه ايران لسفينه امريكيه
0,translated, الرئيس السيسي قبل قانون تشديد الرقابة على الإنترنت, الرئيس السيسي قبل قانون تشديد الرقابه علي الانترنت,الرئيس السيسي قبل قانون تشديد الرقابه علي الانترنت
0,youtube,رب يشفرئيسنا ويرجع إلى بلده وشعبه معافا وفصحة جيدة موتو بغيظكم يا اولاد فرنسا.,رب يشفرئيسنا ويرجع الي بلده وشعبه معافا وفصحه جيده موتو بغيظكم يا اولاد فرنسا.,رب يشفرئيسنا ويرجع بلده وشعبه معافا وفصحه جيده موتو بغيظكم اولاد فرنسا.
0,translated,مجلس نتاع الشيوح للافرورف على مشروع قانون مساعدات فحالات لكوارث اجلوه حتى لشهر لمقبل ,مجلس نتاع الشيوح للافرورف علي مشروع قانون مساعدات فحالات لكوارث اجلوه حتي لشهر لمقبل ,مجلس نتاع الشيوح للافرورف علي مشروع قانون مساعدات فحالات لكوارث اجلوه حتي لشهر لمقبل
0,translated, ولي العهد السعودي قال بلي الإسرائيليين عندهم حق فالأرض, ولي العهد السعودي قال بلي الاسرائيليين عندهم حق فالارض,ولي العهد السعودي بلي الاسرائيليين حق فالارض
1,paraphrased,اوبر وكريم مع بعض,اوبر وكريم مع بعض,اوبر وكريم
0,youtube,الله يحفظ لنا يا ربي لي بغا ليه  الموت يسبقو انشاء الله,الله يحفظ لنا يا ربي لي بغا ليه  الموت يسبقو انشاء الله,الله يحفظ ربي بغا ليه الموت يسبقو انشاء الله
1,paraphrased,الإعصار ماريا ما قتلش ثمانية على الأقل فسانت مارتن، حسب الوزير,الاعصار ماريا ما قتلش ثمانيه علي الاقل فسانت مارتن، حسب الوزير,الاعصار ماريا قتلش ثمانيه علي الاقل فسانت مارتن، حسب الوزير
1,translated,جيب روكسور فالسوق الأميركية من جديد,جيب روكسور فالسوق الاميركيه من جديد,جيب روكسور فالسوق الاميركيه جديد
0,translated,قتلو  فالانتخابات البرلمانية و الرئاسية فتركيا,قتلو  فالانتخابات البرلمانيه و الرئاسيه فتركيا,قتلو فالانتخابات البرلمانيه الرئاسيه فتركيا
1,translated,تركيا تنت بالاك الشعبوية الألمانية ورا تحول ميركل لعضوية الاتحاد الأوروبي,تركيا تنت بالاك الشعبويه الالمانيه ورا تحول ميركل لعضويه الاتحاد الاوروبي,تركيا تنت الشعبويه الالمانيه ورا تحول ميركل لعضويه الاتحاد الاوروبي
1,manual,متقدرش تشوف لحيتان لقانلة فجنوب افريقيا,متقدرش تشوف لحيتان لقانله فجنوب افريقيا,متقدرش تشوف لحيتان لقانله فجنوب افريقيا
1,paraphrased,فيتنام والصين تقويوا علاقاتهم الاقتصادية رغم التوترات,فيتنام والصين تقويوا علاقاتهم الاقتصاديه رغم التوترات,فيتنام والصين تقويوا علاقاتهم الاقتصاديه رغم التوترات
0,translated,حزب اليمين المتطرف النمساوي تهم المحافظين بأنهم سرقوا أفكار الحملة,حزب اليمين المتطرف النمساوي تهم المحافظين بانهم سرقوا افكار الحمله,حزب اليمين المتطرف النمساوي تهم المحافظين بانهم سرقوا افكار الحمله
0,translated,رئيس حقوق الإنسان بالأمم المتحدة يحث الكونجرس الأمريكي علا منح الحالمين وضعًا قانونيًا,رئيس حقوق الانسان بالامم المتحده يحث الكونجرس الامريكي علا منح الحالمين وضعا قانونيا,رئيس حقوق الانسان بالامم المتحده يحث الكونجرس الامريكي علا منح الحالمين وضعا قانونيا
0,translated,ولي العهد السعودي تعهد باش يقضي على فكر الاخوان اللي غزا المدارس السعودية,ولي العهد السعودي تعهد باش يقضي علي فكر الاخوان اللي غزا المدارس السعوديه,ولي العهد السعودي تعهد يقضي علي فكر الاخوان اللي غزا المدارس السعوديه
1,manual,مسؤولون أفغان يحققون فوفيات زفاف بطائرات الهليكوبتر,مسؤولون افغان يحققون فوفيات زفاف بطائرات الهليكوبتر,مسؤولون افغان يحققون فوفيات زفاف بطائرات الهليكوبتر
0,youtube,نعلو الشيطان و صلو على النبي صلى الله عليه و سلم علاش راكم تكذبوا,نعلو الشيطان و صلو علي النبي صلي الله عليه و سلم علاش راكم تكذبوا,نعلو الشيطان صلو علي النبي صلي الله سلم راكم تكذبوا
1,paraphrased,الحراقة تاع روهينجا فباكستان متوسطين على ماليهم فميانمار,الحراقه تاع روهينجا فباكستان متوسطين علي ماليهم فميانمار,الحراقه روهينجا فباكستان متوسطين علي ماليهم فميانمار
0,manual, النمسا هي اللي كتاشفت اللقاح تع لنفلونزا, النمسا هي اللي كتاشفت اللقاح تع لنفلونزا,النمسا اللي كتاشفت اللقاح لنفلونزا
1,translated,الكالم بين ايران وواشنظن,الكالم بين ايران وواشنظن,الكالم ايران وواشنظن
0,manual, لقاو لجرثومة اللي تدير التهاب السحايا فعام 1884, لقاو لجرثومه اللي تدير التهاب السحايا فعام 1884,لقاو لجرثومه اللي تدير التهاب السحايا فعام 1884
0,youtube,فلي مايحبوهش بليشاء الله غير الكذب متحشموش,فلي مايحبوهش بليشاء الله غير الكذب متحشموش,فلي مايحبوهش بليشاء الله الكذب متحشموش
1,translated,يتفكر البابا فميديلين الذكريات الحلوة لسلام تاع المخدرات,يتفكر البابا فميديلين الذكريات الحلوه لسلام تاع المخدرات,يتفكر البابا فميديلين الذكريات الحلوه لسلام المخدرات
1,manual,ماراحش تدفع بريطانيا فلسًا واحدًا أكثر مما تعت بالاك أنه الصواب ترك الاتحاد الأوروبي بوريس جونسون,ماراحش تدفع بريطانيا فلسا واحدا اكثر مما تعت بالاك انه الصواب ترك الاتحاد الاوروبي بوريس جونسون,ماراحش تدفع بريطانيا فلسا واحدا تعت انه الصواب ترك الاتحاد الاوروبي بوريس جونسون
1,manual,ما من المحتملش إغلاق محطتين نوويتين فتكساس إذا بقيت ماريا على الطريق,ما من المحتملش اغلاق محطتين نوويتين فتكساس اذا بقيت ماريا علي الطريق,المحتملش اغلاق محطتين نوويتين فتكساس اذا بقيت ماريا علي الطريق
0,manual,السعودية دارت أبليكاسيون باش يقيمو الخطب الدينية,السعوديه دارت ابليكاسيون باش يقيمو الخطب الدينيه,السعوديه دارت ابليكاسيون يقيمو الخطب الدينيه
1,paraphrased,منتجات البلاستيك تغزو السوق الأوروبية,منتجات البلاستيك تغزو السوق الاوروبيه,منتجات البلاستيك تغزو السوق الاوروبيه
1,paraphrased,مع الهربة ولا القعاد هنا ؟ بسبت مسار تحويل إيرماس بواف راهم يعاودوا يخمموا,مع الهربه ولا القعاد هنا ؟ بسبت مسار تحويل ايرماس بواف راهم يعاودوا يخمموا,الهربه القعاد ؟ بسبت مسار تحويل ايرماس بواف راهم يعاودوا يخمموا
1,manual,البترول يستقر قبل العقوبات,البترول يستقر قبل العقوبات,البترول يستقر قبل العقوبات
0,translated,تيلرسون فأنقرة لي راها تطالب باش يستبعدو ميليشيا كردية من قوات سوريا الديمقراطية,تيلرسون فانقره لي راها تطالب باش يستبعدو ميليشيا كرديه من قوات سوريا الديمقراطيه,تيلرسون فانقره راها تطالب يستبعدو ميليشيا كرديه قوات سوريا الديمقراطيه
1,manual,نسبة لبطالة نقصت فوقت كورونا,نسبه لبطاله نقصت فوقت كورونا,نسبه لبطاله نقصت فوقت كورونا
1,manual,كتاشفو لفيتامين فعام 1860,كتاشفو لفيتامين فعام 1860,كتاشفو لفيتامين فعام 1860
1,translated,رفع سطوكاج أوبك للمستوى المطلوب,رفع سطوكاج اوبك للمستوي المطلوب,رفع سطوكاج اوبك للمستوي المطلوب
0,translated,قالت بريطانيا بلي تنتهج سياسة هجرة متوازنة مور لي خرجت بريطانيا من الاتحاد الأوروبي,قالت بريطانيا بلي تنتهج سياسه هجره متوازنه مور لي خرجت بريطانيا من الاتحاد الاوروبي,قالت بريطانيا بلي تنتهج سياسه هجره متوازنه مور خرجت بريطانيا الاتحاد الاوروبي
1,paraphrased,تم إلقاء القبض على ناصر العمر فسوريا,تم القاء القبض علي ناصر العمر فسوريا,تم القاء القبض علي ناصر العمر فسوريا
1,youtube,ان للاه وانا اليه راجعون  اعداء الوحدة الترابية ينقرظون واحد  واحد  الله يرحم الموت علينا حق.,ان للاه وانا اليه راجعون  اعداء الوحده الترابيه ينقرظون واحد  واحد  الله يرحم الموت علينا حق.,ان للاه وانا اليه راجعون اعداء الوحده الترابيه ينقرظون الله يرحم الموت علينا حق.
1,paraphrased, بالاك يستقيل عمدة ساو باولو دوريا الحزب للترشح للرئاسة, بالاك يستقيل عمده ساو باولو دوريا الحزب للترشح للرئاسه,يستقيل عمده ساو باولو دوريا الحزب للترشح للرئاسه
1,paraphrased,مكانش تبدال فالسعودية ملي تولى محمد بن سلمان منصب ولي للعهد,مكانش تبدال فالسعوديه ملي تولي محمد بن سلمان منصب ولي للعهد,تبدال فالسعوديه ملي تولي محمد بن سلمان منصب ولي للعهد
1,translated,ميركل تبغي الاتحاد الأوروبي ينظر فتوقيف محادثات انضمام تركيا بعد التصويت,ميركل تبغي الاتحاد الاوروبي ينظر فتوقيف محادثات انضمام تركيا بعد التصويت,ميركل تبغي الاتحاد الاوروبي ينظر فتوقيف محادثات انضمام تركيا التصويت
1,translated,قاذفات نووية روسية تحلق قريب ل كوريا الشمالية فاستعراض نادر للقوة,قاذفات نوويه روسيه تحلق قريب ل كوريا الشماليه فاستعراض نادر للقوه,قاذفات نوويه روسيه تحلق قريب كوريا الشماليه فاستعراض نادر للقوه
1,paraphrased,الشرطة المصرية طلقت سراح الناشط هيثم محمدين,الشرطه المصريه طلقت سراح الناشط هيثم محمدين,الشرطه المصريه طلقت سراح الناشط هيثم محمدين
1,paraphrased,يلفت بيترز الشعبوي فزيلاند الجديد الانتباه باعتباره صانع الملوك فنقاش انتخابي ساخن,يلفت بيترز الشعبوي فزيلاند الجديد الانتباه باعتباره صانع الملوك فنقاش انتخابي ساخن,يلفت بيترز الشعبوي فزيلاند الجديد الانتباه باعتباره صانع الملوك فنقاش انتخابي ساخن
1,manual,لحرب تع الروس واوكرانيا مأثرتش علا لعالم,لحرب تع الروس واوكرانيا ماثرتش علا لعالم,لحرب الروس واوكرانيا ماثرتش علا لعالم
0,translated,حاملة طائرات تابعة للمارين تاع الماريكان تحسبًا لإغاثة إيرما,حامله طائرات تابعه للمارين تاع الماريكان تحسبا لاغاثه ايرما,حامله طائرات تابعه للمارين الماريكان تحسبا لاغاثه ايرما
1,translated,المفوض السامي لحقوق الإنسان فالماريكان ما يأكدش باش يديروا تحقيق فاليمن مور الجهد الصغير لي داروه باش يحققوا العدالة,المفوض السامي لحقوق الانسان فالماريكان ما ياكدش باش يديروا تحقيق فاليمن مور الجهد الصغير لي داروه باش يحققوا العداله,المفوض السامي لحقوق الانسان فالماريكان ياكدش يديروا تحقيق فاليمن مور الجهد الصغير داروه يحققوا العداله
0,translated,منظر طبيعي من الأعمال اللولى تاع فان غوخ باعوه . ملايين دولار,منظر طبيعي من الاعمال اللولي تاع فان غوخ باعوه . ملايين دولار,منظر طبيعي الاعمال اللولي فان غوخ باعوه . ملايين دولار
0,translated,إسرائيل حبست الشاعرة الفلسطينية دارين طاطور علابال حرضت على العنف,اسرائيل حبست الشاعره الفلسطينيه دارين طاطور علابال حرضت علي العنف,اسرائيل حبست الشاعره الفلسطينيه دارين طاطور علابال حرضت علي العنف
0,manual,وسط التوترات يتفق ترامب وأردوغان التركي علا تعزيز العلاقات,وسط التوترات يتفق ترامب واردوغان التركي علا تعزيز العلاقات,وسط التوترات يتفق ترامب واردوغان التركي علا تعزيز العلاقات
0,manual, لملكة تع بريطانيا اليزابيت ماتت, لملكه تع بريطانيا اليزابيت ماتت,لملكه بريطانيا اليزابيت ماتت
0,manual,يزدهر إعصار إيرما على مزيج مصيري من الظروف المثالية,يزدهر اعصار ايرما علي مزيج مصيري من الظروف المثاليه,يزدهر اعصار ايرما علي مزيج مصيري الظروف المثاليه
0,translated, قطر دعمت تركيا باستثمارات مباشرة تقريبا ب مليار دولار, قطر دعمت تركيا باستثمارات مباشره تقريبا ب مليار دولار,قطر دعمت تركيا باستثمارات مباشره تقريبا مليار دولار
0,translated,الوكالة الفيدرالية لإدارة الطوارئ ممكن يكملو الدراهم نهار الجمعة من أعضاء مجلس الشيوخ,الوكاله الفيدراليه لاداره الطوارئ ممكن يكملو الدراهم نهار الجمعه من اعضاء مجلس الشيوخ,الوكاله الفيدراليه لاداره الطوارئ ممكن يكملو الدراهم نهار الجمعه اعضاء مجلس الشيوخ
0,youtube,ماتخافيش ديري الوقاية كاين نساء كانو حوامل وحكمتهوم وبراو وزيدو والحمد لله...ربي يشافيك ويطلعك على خير...,ماتخافيش ديري الوقايه كاين نساء كانو حوامل وحكمتهوم وبراو وزيدو والحمد لله...ربي يشافيك ويطلعك علي خير...,ماتخافيش ديري الوقايه نساء كانو حوامل وحكمتهوم وبراو وزيدو والحمد لله...ربي يشافيك ويطلعك علي خير...
